160646,FERNANDO DESTITO FRANCISCHINI,FERNANDO FRANCISCHINI,PR,SD,84.3373493975904,428,0,8,33733,0.0154251726617138
160582,JOSE ALBERTO OLIVEIRA VELOSO FILHO,ALBERTO FILHO,MA,PMDB,86.8686868686869,88,0,8,33733,0.00542106207181949
178897,RODRIGO OTAVIO SOARES PACHECO,RODRIGO PACHECO,MG,PMDB,89.6,45,0,4,33733,0.00410873625233451
137070,VICENTE ALVES DE OLIVEIRA JUNIOR,VICENTINHO JUNIOR,TO,PSB,89.6,39,0,4,33733,0.00393086888210358
178862,ERONILDES VASCONCELOS CARVALHO,TIA ERON,BA,PRB,89.6,83,0,4,33733,0.00523522959713041
171623,FABIO DE ALMEIDA REIS,FABIO REIS,SE,PMDB,89.6,33,0,8,33733,0.00387157975869327
112437,JOAO MARCELO SANTOS SOUZA,JOAO MARCELO SOUZA,MA,PMDB,89.6,18,0,4,33733,0.00330833308629532
178857,JORGE JOSE SANTOS PEREIRA SOLLA,JORGE SOLLA,BA,PT,89.6,145,0,4,33733,0.00707319242285003
178877,FABIO FERNANDES DE SOUSA,FABIO SOUSA,GO,PSDB,89.6,95,0,4,33733,0.00559096433759227
160672,JEAN WYLLYS DE MATOS SANTOS,JEAN WYLLYS,RJ,PSOL,89.6,454,0,8,33733,0.0163519402365636
178944,ROBERTO DA SILVA SALES,ROBERTO SALES,RJ,PRB,89.6,52,0,4,33733,0.0043162481842706
178926,RODRIGO RODRIGUES DE SOUZA MARTINS,RODRIGO MARTINS,PI,PSB,89.6,88,0,4,33733,0.00538345240565618
141513,OLAVO BILAC PINTO NETO,BILAC PINTO,MG,PR,89.6,206,1,12,33733,0.00914831174221089
178846,ALFREDO PEREIRA DO NASCIMENTO,ALFREDO NASCIMENTO,AM,PR,89.6,50,0,4,33733,0.00425695906086029
178853,LUIZ CARLOS CAETANO,CAETANO,BA,PT,89.6,21,0,4,33733,0.00339726677141078
141408,CLEBER VERDE CORDEIRO MENDES,CLEBER VERDE,MA,PRB,89.6,584,5,12,33733,0.0204725343135802
141482,LEONARDO LEMOS BARROS QUINTAO,LEONARDO QUINTAO,MG,PMDB,89.6,322,0,12,33733,0.0125574363383037
74388,JORGE CATARINO LEONARDELI BOEIRA,JORGE BOEIRA,SC,PP,84.8101265822785,98,2,16,33733,0.00595292818848838
160660,MARCELO THEODORO DE AGUIAR,MARCELO AGUIAR,SP,DEM,89.8305084745763,86,0,8,33733,0.00544957485176463
74172,WANDERLEY ALVES DE OLIVEIRA,DELEY,RJ,PTB,90.1639344262295,165,6,16,33733,0.00821640335654195
129037,GABRIEL GUIMARAES DE ANDRADE,GABRIEL GUIMARAES,MG,PT,90.4,147,0,8,33733,0.00727477544244508
99654,ERIVELTON LIMA SANTANA,ERIVELTON SANTANA,BA,PSC,90.4,56,0,8,33733,0.00457712032727596
160592,JOSE CARLOS BECKER DE OLIVEIRA E SILVA,ZECA DIRCEU,PR,PT,90.4,95,0,8,33733,0.00573325823377701
141454,JACOB ALFREDO STOFFELS KAEFER,ALFREDO KAEFER,PR,PSDB,90.4,715,0,12,33733,0.0242314647377939
141490,MANOEL ALVES DA SILVA JUNIOR,MANOEL JUNIOR,PB,PMDB,90.4,985,2,12,33733,0.0322947855215961
160527,AGUINALDO VELLOSO BORGES RIBEIRO,AGUINALDO RIBEIRO,PB,PP,90.4,147,0,8,33733,0.00727477544244508
74749,MAURO RIBEIRO LOPES,MAURO LOPES,MG,PMDB,90.4,270,3,16,33733,0.0112471467109359
74366,JOAO CAMPOS DE ARAUJO,JOAO CAMPOS,GO,PSDB,90.4,1219,4,16,33733,0.0394094803308333
178959,HIRAN MANUEL GONCALVES DA SILVA,HIRAN GONCALVES,RR,PMB,90.4,47,0,4,33733,0.00419174102510894
160510,LUIS HENRIQUE DE OLIVEIRA RESENDE,LUIS TIBE,MG,PTDOB,90.4,70,0,8,33733,0.00499214419114813
178982,LUIZ LAURO FERREIRA FILHO,LUIZ LAURO FILHO,SP,PSB,90.4,89,0,4,33733,0.00543681261672546
141383,ANTONIO CARLOS MARTINS DE BULHOES,ANTONIO BULHOES,SP,PRB,90.4,282,1,12,33733,0.0114250140811668
160530,ANTONIO JOSE IMBASSAHY DA SILVA,ANTONIO IMBASSAHY,BA,PSDB,90.4,443,3,8,33733,0.0161384993922865
73553,NELSON MARQUEZELLI,NELSON MARQUEZELLI,SP,PTB,90.4,756,9,16,33733,0.0258322710698722
74017,PAULO FERNANDO FEIJO TORRES,PAULO FEIJO,RJ,PR,90.4,153,4,12,33733,0.00768979930631726
72912,CELSO PANSERA,CELSO PANSERA,RJ,PMDB,88.2978723404255,69,0,4,33733,0.00478160472950599
160532,ADRIANO ELI CORREA,ELI CORREA FILHO,SP,DEM,91.2,212,0,8,33733,0.0092253876026443
178989,RENATA HELLMEISTER DE ABREU,RENATA ABREU,SP,PTN,91.2,57,0,4,33733,0.00451190229152462
4930,SILVIO SERAFIM COSTA,SILVIO COSTA,PE,PTDOB,91.2,339,0,12,33733,0.0131088251860196
178994,DULCE FERREIRA PAGANI MIRANDA,DULCE MIRANDA,TO,PMDB,91.2,20,1,4,33733,0.00344469807013903
178960,REMIDIO MONAI MONTESSI,REMIDIO MONAI,RR,PR,91.2,19,0,4,33733,0.00338540894672872
105112,LUIZ GIONILSON PINHEIRO BORGES,CABUCU BORGES,AP,PMDB,91.2,36,0,4,33733,0.00388936649571636
178913,VENEZIANO VITAL DO REGO SEGUNDO NETO,VENEZIANO VITAL DO REGO,PB,PMDB,91.2,284,0,4,33733,0.0112412177985948
